A1,S1E1,1
A2,S1E2,1
A3,S1E3,1
A4,S1E4,1
A5,S1E5,1
A6,S1E6,1
B1,S2E1,1
B2,S2E2,1
B3,S2E3,1
B4,S2E4,1
B5,S2E5,1
B6,S2E6,1
C1,S3E1,1
C2,S3E2,1
C3,S3E3,1
C4,S3E4,1
C5,S3E5,1
C6,S3E6,1
D1,S4E1,1
D2,S4E2,1
D3,S4E3,1
D4,S4E4,1
D5,S4E5,1
D6,S4E6,1
E1,S5E1,1
E2,S5E2,1
E3,S5E3,1
E4,S5E4,1
E5,S5E5,1
E6,S5E6,1
F1,S6E1,1
F2,S6E2,1
F3,S6E3,1
F4,S6E4,1
F5,S6E5,1
F6,S6E6,1
