2,31,male,Croatia,37,45,51,72,1,1,38,53,65,67,1,1
3,29,female,Slovenia,39,49,59,72,2,2,49,58,65,72,2,2
4,15,male,Slovenia,43,54,56,67,3,3,52,58,63,70,3,3
5,50,male,Croatia,40,43,57,69,8,5,41,43,55,70,5,3
6,1,male,Slovenia,54,58,63,69,1,2,40,47,53,68,3,4
7,6,female,Slovenia,44,51,60,64,9,4,42,52,55,66,8,3
8,44,female,Croatia,48,53,57,66,1,1,46,50,63,71,5,5
